model,task,level,l1,resource_type,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std
mbert,sent_len_bin,sent,сzech,n/a,1,832,0.4163,0.3914,0.4151,0.0,0.2946,0.8065,0.0235,0.6634,0.0175
mbert,sent_len_bin,sent,resource_high,high,1,19199,0.4163,0.3914,0.4068,0.0,0.0935,0.7983,0.0031,0.7974,0.0039
mbert,sent_len_bin,sent,resource_low,low,1,6284,0.4163,0.3914,0.3812,0.0111,0.2658,0.7726,0.0028,0.7637,0.0025
mbert,sent_len_bin,sent,arabic,n/a,2,1152,0.4163,0.3914,0.3933,-0.0009,0.0971,0.7847,0.0081,0.7792,0.0063
mbert,sent_len_bin,sent,bulgarian,n/a,2,758,0.4163,0.3914,0.3777,0.0079,0.3651,0.7691,0.0095,0.7686,0.0122
mbert,sent_len_bin,sent,chinese,n/a,2,2261,0.4163,0.3914,0.3764,0.0221,0.2279,0.7678,0.0082,0.769,0.0078
mbert,sent_len_bin,sent,english,n/a,2,2935,0.4163,0.3914,0.3718,0.0075,0.1055,0.7632,0.0079,0.7497,0.0079
mbert,sent_len_bin,sent,finnish,n/a,2,2695,0.4163,0.3914,0.3588,0.0037,0.1869,0.7503,0.0087,0.7195,0.0132
mbert,sent_len_bin,sent,french,n/a,2,2187,0.4163,0.3914,0.3383,0.0192,0.2151,0.7298,0.003,0.727,0.0041
mbert,sent_len_bin,sent,german,n/a,2,1504,0.4163,0.3914,0.3426,0.0053,0.4366,0.734,0.0124,0.7215,0.0117
mbert,sent_len_bin,sent,hindi,n/a,2,322,0.4163,0.3914,0.4005,0.0217,0.2225,0.7919,0.0084,0.7906,0.0128
mbert,sent_len_bin,sent,hungarian,n/a,2,217,0.4163,0.3914,0.2861,0.0046,0.5621,0.6776,0.0615,0.6662,0.0697
mbert,sent_len_bin,sent,italian,n/a,2,1501,0.4163,0.3914,0.3934,-0.0047,0.1932,0.7848,0.0017,0.7538,0.0038
mbert,sent_len_bin,sent,japonese,n/a,2,1320,0.4163,0.3914,0.351,0.0136,0.4516,0.7424,0.007,0.7451,0.007
mbert,sent_len_bin,sent,kazah,n/a,2,2276,0.4163,0.3914,0.3871,0.0162,0.1882,0.7786,0.0106,0.7779,0.011
mbert,sent_len_bin,sent,korean,n/a,2,2175,0.4163,0.3914,0.3709,0.0083,0.3431,0.7623,0.0013,0.7567,0.0051
mbert,sent_len_bin,sent,norwegian,n/a,2,849,0.4163,0.3914,0.3541,0.013,0.317,0.7456,0.0264,0.7501,0.0258
mbert,sent_len_bin,sent,pushtu,n/a,2,293,0.4163,0.3914,0.3696,0.0136,0.4282,0.761,0.0247,0.7629,0.0263
mbert,sent_len_bin,sent,swedish,n/a,2,1888,0.4163,0.3914,0.3734,0.017,0.1382,0.7648,0.022,0.7705,0.0221
mbert,sent_len_bin,sent,thai,n/a,2,318,0.4163,0.3914,0.3161,0.022,0.4125,0.7075,0.0267,0.7026,0.0297
mbert,sent_len_bin,sent,сzech,n/a,2,832,0.4163,0.3914,0.4187,0.0036,0.2946,0.8101,0.0045,0.6647,0.0155
mbert,sent_len_bin,sent,resource_high,high,2,19199,0.4163,0.3914,0.4101,0.0032,0.0935,0.8015,0.0001,0.8013,0.0007
mbert,sent_len_bin,sent,resource_low,low,2,6284,0.4163,0.3914,0.3783,-0.0029,0.2658,0.7697,0.0013,0.7621,0.0015
mbert,sent_len_bin,sent,arabic,n/a,3,1152,0.4163,0.3914,0.3889,-0.0043,0.0971,0.7804,0.0075,0.7747,0.0068
mbert,sent_len_bin,sent,bulgarian,n/a,3,758,0.4163,0.3914,0.3777,0.0,0.3651,0.7691,0.0124,0.7664,0.017
mbert,sent_len_bin,sent,chinese,n/a,3,2261,0.4163,0.3914,0.3795,0.0031,0.2279,0.7709,0.0182,0.774,0.017
mbert,sent_len_bin,sent,english,n/a,3,2935,0.4163,0.3914,0.3803,0.0085,0.1055,0.7717,0.0066,0.7603,0.0012
mbert,sent_len_bin,sent,finnish,n/a,3,2695,0.4163,0.3914,0.3711,0.0122,0.1869,0.7625,0.0164,0.7397,0.019
mbert,sent_len_bin,sent,french,n/a,3,2187,0.4163,0.3914,0.3365,-0.0018,0.2151,0.7279,0.0032,0.7265,0.0033
mbert,sent_len_bin,sent,german,n/a,3,1504,0.4163,0.3914,0.3306,-0.012,0.4366,0.7221,0.0085,0.7129,0.0106
mbert,sent_len_bin,sent,hindi,n/a,3,322,0.4163,0.3914,0.3818,-0.0187,0.2225,0.7732,0.032,0.7728,0.0351
mbert,sent_len_bin,sent,hungarian,n/a,3,217,0.4163,0.3914,0.2953,0.0091,0.5621,0.6867,0.0467,0.6715,0.0593
mbert,sent_len_bin,sent,italian,n/a,3,1501,0.4163,0.3914,0.39,-0.0033,0.1932,0.7815,0.0138,0.7448,0.0225
mbert,sent_len_bin,sent,japonese,n/a,3,1320,0.4163,0.3914,0.3631,0.0121,0.4516,0.7545,0.0056,0.7568,0.0066
mbert,sent_len_bin,sent,kazah,n/a,3,2276,0.4163,0.3914,0.3797,-0.0075,0.1882,0.7711,0.0107,0.7709,0.0091
mbert,sent_len_bin,sent,korean,n/a,3,2175,0.4163,0.3914,0.3833,0.0124,0.3431,0.7747,0.0107,0.7713,0.0124
mbert,sent_len_bin,sent,norwegian,n/a,3,849,0.4163,0.3914,0.3471,-0.0071,0.317,0.7385,0.0161,0.7432,0.0147
mbert,sent_len_bin,sent,pushtu,n/a,3,293,0.4163,0.3914,0.3902,0.0207,0.4282,0.7817,0.0246,0.7824,0.0228
mbert,sent_len_bin,sent,swedish,n/a,3,1888,0.4163,0.3914,0.3718,-0.0016,0.1382,0.7632,0.01,0.7691,0.0103
mbert,sent_len_bin,sent,thai,n/a,3,318,0.4163,0.3914,0.3318,0.0157,0.4125,0.7233,0.0311,0.7225,0.0352
mbert,sent_len_bin,sent,сzech,n/a,3,832,0.4163,0.3914,0.4283,0.0096,0.2946,0.8197,0.0075,0.6878,0.0245
mbert,sent_len_bin,sent,resource_high,high,3,19199,0.4163,0.3914,0.4134,0.0034,0.0935,0.8049,0.0026,0.8047,0.002
mbert,sent_len_bin,sent,resource_low,low,3,6284,0.4163,0.3914,0.3832,0.0049,0.2658,0.7747,0.0051,0.7675,0.0044
mbert,sent_len_bin,sent,arabic,n/a,4,1152,0.4163,0.3914,0.3898,0.0009,0.0971,0.7812,0.0161,0.7768,0.0151
mbert,sent_len_bin,sent,bulgarian,n/a,4,758,0.4163,0.3914,0.3724,-0.0053,0.3651,0.7639,0.0121,0.7569,0.0129
mbert,sent_len_bin,sent,chinese,n/a,4,2261,0.4163,0.3914,0.3865,0.0071,0.2279,0.778,0.019,0.7802,0.0185
mbert,sent_len_bin,sent,english,n/a,4,2935,0.4163,0.3914,0.3782,-0.002,0.1055,0.7697,0.0061,0.7591,0.0133
mbert,sent_len_bin,sent,finnish,n/a,4,2695,0.4163,0.3914,0.3681,-0.003,0.1869,0.7596,0.0113,0.7315,0.02
mbert,sent_len_bin,sent,french,n/a,4,2187,0.4163,0.3914,0.3479,0.0114,0.2151,0.7394,0.0127,0.7341,0.012
mbert,sent_len_bin,sent,german,n/a,4,1504,0.4163,0.3914,0.3585,0.0279,0.4366,0.75,0.0185,0.7408,0.0208
mbert,sent_len_bin,sent,hindi,n/a,4,322,0.4163,0.3914,0.4005,0.0187,0.2225,0.7919,0.0232,0.7917,0.0242
mbert,sent_len_bin,sent,hungarian,n/a,4,217,0.4163,0.3914,0.3366,0.0413,0.5621,0.7281,0.0573,0.7224,0.0649
mbert,sent_len_bin,sent,italian,n/a,4,1501,0.4163,0.3914,0.4094,0.0193,0.1932,0.8008,0.0119,0.7685,0.0191
mbert,sent_len_bin,sent,japonese,n/a,4,1320,0.4163,0.3914,0.3737,0.0106,0.4516,0.7652,0.0086,0.7684,0.0062
mbert,sent_len_bin,sent,kazah,n/a,4,2276,0.4163,0.3914,0.3854,0.0057,0.1882,0.7768,0.0047,0.7755,0.0047
mbert,sent_len_bin,sent,korean,n/a,4,2175,0.4163,0.3914,0.3952,0.012,0.3431,0.7867,0.0126,0.7831,0.0152
mbert,sent_len_bin,sent,norwegian,n/a,4,849,0.4163,0.3914,0.3624,0.0153,0.317,0.7538,0.0268,0.7579,0.0246
mbert,sent_len_bin,sent,pushtu,n/a,4,293,0.4163,0.3914,0.3867,-0.0035,0.4282,0.7781,0.0054,0.7764,0.0087
mbert,sent_len_bin,sent,swedish,n/a,4,1888,0.4163,0.3914,0.376,0.0042,0.1382,0.7675,0.0186,0.773,0.0184
mbert,sent_len_bin,sent,thai,n/a,4,318,0.4163,0.3914,0.3318,0.0,0.4125,0.7233,0.0248,0.7229,0.0323
mbert,sent_len_bin,sent,сzech,n/a,4,832,0.4163,0.3914,0.4367,0.0084,0.2946,0.8282,0.0242,0.6961,0.0469
mbert,sent_len_bin,sent,resource_high,high,4,19199,0.4163,0.3914,0.4182,0.0047,0.0935,0.8096,0.0029,0.8096,0.003
mbert,sent_len_bin,sent,resource_low,low,4,6284,0.4163,0.3914,0.389,0.0057,0.2658,0.7804,0.0057,0.7728,0.0065
mbert,sent_len_bin,sent,arabic,n/a,5,1152,0.4163,0.3914,0.3889,-0.0009,0.0971,0.7804,0.0193,0.777,0.0208
mbert,sent_len_bin,sent,bulgarian,n/a,5,758,0.4163,0.3914,0.3909,0.0185,0.3651,0.7823,0.0033,0.7744,0.0018
mbert,sent_len_bin,sent,chinese,n/a,5,2261,0.4163,0.3914,0.3839,-0.0027,0.2279,0.7753,0.0179,0.7772,0.0186
mbert,sent_len_bin,sent,english,n/a,5,2935,0.4163,0.3914,0.3793,0.001,0.1055,0.7707,0.0107,0.7597,0.0138
mbert,sent_len_bin,sent,finnish,n/a,5,2695,0.4163,0.3914,0.3744,0.0063,0.1869,0.7659,0.0168,0.7385,0.018
mbert,sent_len_bin,sent,french,n/a,5,2187,0.4163,0.3914,0.3552,0.0073,0.2151,0.7467,0.0032,0.7436,0.0058
mbert,sent_len_bin,sent,german,n/a,5,1504,0.4163,0.3914,0.3772,0.0186,0.4366,0.7686,0.0132,0.761,0.016
mbert,sent_len_bin,sent,hindi,n/a,5,322,0.4163,0.3914,0.3789,-0.0216,0.2225,0.7703,0.0383,0.7684,0.0382
mbert,sent_len_bin,sent,hungarian,n/a,5,217,0.4163,0.3914,0.3505,0.0139,0.5621,0.7419,0.0511,0.733,0.0611
mbert,sent_len_bin,sent,italian,n/a,5,1501,0.4163,0.3914,0.402,-0.0073,0.1932,0.7935,0.0039,0.7619,0.0127
mbert,sent_len_bin,sent,japonese,n/a,5,1320,0.4163,0.3914,0.3964,0.0227,0.4516,0.7879,0.0113,0.7927,0.0117
mbert,sent_len_bin,sent,kazah,n/a,5,2276,0.4163,0.3914,0.4038,0.0185,0.1882,0.7953,0.0081,0.7947,0.0086
mbert,sent_len_bin,sent,korean,n/a,5,2175,0.4163,0.3914,0.403,0.0078,0.3431,0.7945,0.006,0.7914,0.0091
mbert,sent_len_bin,sent,norwegian,n/a,5,849,0.4163,0.3914,0.3801,0.0177,0.317,0.7715,0.0093,0.7754,0.0102
mbert,sent_len_bin,sent,pushtu,n/a,5,293,0.4163,0.3914,0.3867,0.0,0.4282,0.7782,0.0091,0.7769,0.0086
mbert,sent_len_bin,sent,swedish,n/a,5,1888,0.4163,0.3914,0.375,-0.0011,0.1382,0.7664,0.0203,0.7723,0.02
mbert,sent_len_bin,sent,thai,n/a,5,318,0.4163,0.3914,0.335,0.0031,0.4125,0.7264,0.0336,0.7278,0.0417
mbert,sent_len_bin,sent,сzech,n/a,5,832,0.4163,0.3914,0.4367,-0.0,0.2946,0.8281,0.0149,0.6606,0.0676
mbert,sent_len_bin,sent,resource_high,high,5,19199,0.4163,0.3914,0.4214,0.0032,0.0935,0.8129,0.0017,0.8123,0.002
mbert,sent_len_bin,sent,resource_low,low,5,6284,0.4163,0.3914,0.3867,-0.0022,0.2658,0.7782,0.0041,0.7716,0.0029
mbert,sent_len_bin,sent,arabic,n/a,6,1152,0.4163,0.3914,0.3985,0.0095,0.0971,0.7899,0.0178,0.787,0.0172
mbert,sent_len_bin,sent,bulgarian,n/a,6,758,0.4163,0.3914,0.3751,-0.0158,0.3651,0.7665,0.0115,0.7618,0.0154
mbert,sent_len_bin,sent,chinese,n/a,6,2261,0.4163,0.3914,0.3662,-0.0177,0.2279,0.7576,0.0214,0.7592,0.0206
mbert,sent_len_bin,sent,english,n/a,6,2935,0.4163,0.3914,0.3772,-0.002,0.1055,0.7687,0.0027,0.7609,0.0024
mbert,sent_len_bin,sent,finnish,n/a,6,2695,0.4163,0.3914,0.3655,-0.0089,0.1869,0.757,0.0054,0.7319,0.009
mbert,sent_len_bin,sent,french,n/a,6,2187,0.4163,0.3914,0.3612,0.0059,0.2151,0.7526,0.0053,0.7477,0.0061
mbert,sent_len_bin,sent,german,n/a,6,1504,0.4163,0.3914,0.3805,0.0033,0.4366,0.7719,0.0236,0.765,0.0259
mbert,sent_len_bin,sent,hindi,n/a,6,322,0.4163,0.3914,0.385,0.0061,0.2225,0.7765,0.0259,0.7745,0.027
mbert,sent_len_bin,sent,hungarian,n/a,6,217,0.4163,0.3914,0.3321,-0.0185,0.5621,0.7235,0.0341,0.7032,0.0464
mbert,sent_len_bin,sent,italian,n/a,6,1501,0.4163,0.3914,0.414,0.012,0.1932,0.8055,0.0056,0.7794,0.0064
mbert,sent_len_bin,sent,japonese,n/a,6,1320,0.4163,0.3914,0.4086,0.0121,0.4516,0.8,0.0037,0.8028,0.0038
mbert,sent_len_bin,sent,kazah,n/a,6,2276,0.4163,0.3914,0.4025,-0.0013,0.1882,0.7939,0.0059,0.7933,0.0069
mbert,sent_len_bin,sent,korean,n/a,6,2175,0.4163,0.3914,0.4049,0.0018,0.3431,0.7963,0.0056,0.7946,0.0082
mbert,sent_len_bin,sent,norwegian,n/a,6,849,0.4163,0.3914,0.3565,-0.0236,0.317,0.7479,0.0148,0.7536,0.0151
mbert,sent_len_bin,sent,pushtu,n/a,6,293,0.4163,0.3914,0.3799,-0.0068,0.4282,0.7714,0.0086,0.7673,0.0114
mbert,sent_len_bin,sent,swedish,n/a,6,1888,0.4163,0.3914,0.384,0.009,0.1382,0.7754,0.0105,0.781,0.0104
mbert,sent_len_bin,sent,thai,n/a,6,318,0.4163,0.3914,0.3538,0.0189,0.4125,0.7453,0.0582,0.7451,0.0581
mbert,sent_len_bin,sent,сzech,n/a,6,832,0.4163,0.3914,0.4499,0.0132,0.2946,0.8414,0.0162,0.7171,0.0315
mbert,sent_len_bin,sent,resource_high,high,6,19199,0.4163,0.3914,0.4233,0.0019,0.0935,0.8148,0.0034,0.8145,0.004
mbert,sent_len_bin,sent,resource_low,low,6,6284,0.4163,0.3914,0.3947,0.008,0.2658,0.7861,0.0072,0.7799,0.0059
mbert,sent_len_bin,sent,arabic,n/a,7,1152,0.4163,0.3914,0.3942,-0.0043,0.0971,0.7856,0.0181,0.7813,0.0196
mbert,sent_len_bin,sent,bulgarian,n/a,7,758,0.4163,0.3914,0.3645,-0.0106,0.3651,0.7559,0.005,0.7521,0.0054
mbert,sent_len_bin,sent,chinese,n/a,7,2261,0.4163,0.3914,0.3799,0.0137,0.2279,0.7713,0.021,0.7724,0.0197
mbert,sent_len_bin,sent,english,n/a,7,2935,0.4163,0.3914,0.3759,-0.0014,0.1055,0.7673,0.0051,0.7602,0.0068
mbert,sent_len_bin,sent,finnish,n/a,7,2695,0.4163,0.3914,0.354,-0.0115,0.1869,0.7455,0.0063,0.7265,0.0072
mbert,sent_len_bin,sent,french,n/a,7,2187,0.4163,0.3914,0.3466,-0.0146,0.2151,0.738,0.0073,0.7338,0.0095
mbert,sent_len_bin,sent,german,n/a,7,1504,0.4163,0.3914,0.3805,0.0,0.4366,0.7719,0.0181,0.7642,0.0198
mbert,sent_len_bin,sent,hindi,n/a,7,322,0.4163,0.3914,0.3757,-0.0093,0.2225,0.7671,0.0348,0.7668,0.0392
mbert,sent_len_bin,sent,hungarian,n/a,7,217,0.4163,0.3914,0.3274,-0.0046,0.5621,0.7189,0.0177,0.7116,0.0205
mbert,sent_len_bin,sent,italian,n/a,7,1501,0.4163,0.3914,0.4127,-0.0013,0.1932,0.8041,0.0029,0.7774,0.0065
mbert,sent_len_bin,sent,japonese,n/a,7,1320,0.4163,0.3914,0.3881,-0.0205,0.4516,0.7795,0.0037,0.7799,0.0048
mbert,sent_len_bin,sent,kazah,n/a,7,2276,0.4163,0.3914,0.4016,-0.0009,0.1882,0.7931,0.0055,0.7923,0.006
mbert,sent_len_bin,sent,korean,n/a,7,2175,0.4163,0.3914,0.3851,-0.0198,0.3431,0.7766,0.0056,0.7757,0.0076
mbert,sent_len_bin,sent,norwegian,n/a,7,849,0.4163,0.3914,0.3659,0.0094,0.317,0.7574,0.0267,0.761,0.0265
mbert,sent_len_bin,sent,pushtu,n/a,7,293,0.4163,0.3914,0.3867,0.0068,0.4282,0.7781,0.0054,0.7794,0.0055
mbert,sent_len_bin,sent,swedish,n/a,7,1888,0.4163,0.3914,0.3729,-0.0111,0.1382,0.7643,0.0251,0.7703,0.0247
mbert,sent_len_bin,sent,thai,n/a,7,318,0.4163,0.3914,0.3287,-0.0252,0.4125,0.7201,0.0364,0.7198,0.0347
mbert,sent_len_bin,sent,сzech,n/a,7,832,0.4163,0.3914,0.4283,-0.0217,0.2946,0.8197,0.003,0.6694,0.0257
mbert,sent_len_bin,sent,resource_high,high,7,19199,0.4163,0.3914,0.4179,-0.0054,0.0935,0.8094,0.002,0.8093,0.0017
mbert,sent_len_bin,sent,resource_low,low,7,6284,0.4163,0.3914,0.3926,-0.0021,0.2658,0.7841,0.0073,0.7786,0.008
mbert,sent_len_bin,sent,arabic,n/a,8,1152,0.4163,0.3914,0.3889,-0.0052,0.0971,0.7804,0.0198,0.7757,0.0205
mbert,sent_len_bin,sent,bulgarian,n/a,8,758,0.4163,0.3914,0.3447,-0.0198,0.3651,0.7362,0.0045,0.7345,0.0082
mbert,sent_len_bin,sent,chinese,n/a,8,2261,0.4163,0.3914,0.368,-0.0119,0.2279,0.7594,0.0167,0.7618,0.0163
mbert,sent_len_bin,sent,english,n/a,8,2935,0.4163,0.3914,0.3711,-0.0048,0.1055,0.7625,0.0086,0.7561,0.0051
mbert,sent_len_bin,sent,finnish,n/a,8,2695,0.4163,0.3914,0.3592,0.0052,0.1869,0.7507,0.0044,0.7306,0.0054
mbert,sent_len_bin,sent,french,n/a,8,2187,0.4163,0.3914,0.3461,-0.0005,0.2151,0.7375,0.0042,0.7351,0.0064
mbert,sent_len_bin,sent,german,n/a,8,1504,0.4163,0.3914,0.3725,-0.008,0.4366,0.764,0.022,0.7577,0.0213
mbert,sent_len_bin,sent,hindi,n/a,8,322,0.4163,0.3914,0.3787,0.003,0.2225,0.7701,0.0364,0.7707,0.0395
mbert,sent_len_bin,sent,hungarian,n/a,8,217,0.4163,0.3914,0.3366,0.0091,0.5621,0.728,0.0248,0.7171,0.0264
mbert,sent_len_bin,sent,italian,n/a,8,1501,0.4163,0.3914,0.4087,-0.004,0.1932,0.8001,0.0057,0.7774,0.0066
mbert,sent_len_bin,sent,japonese,n/a,8,1320,0.4163,0.3914,0.3767,-0.0114,0.4516,0.7682,0.0067,0.7713,0.0065
mbert,sent_len_bin,sent,kazah,n/a,8,2276,0.4163,0.3914,0.3977,-0.004,0.1882,0.7891,0.0046,0.789,0.0033
mbert,sent_len_bin,sent,korean,n/a,8,2175,0.4163,0.3914,0.3874,0.0023,0.3431,0.7789,0.0097,0.7754,0.0111
mbert,sent_len_bin,sent,norwegian,n/a,8,849,0.4163,0.3914,0.3671,0.0012,0.317,0.7585,0.0185,0.7604,0.0195
mbert,sent_len_bin,sent,pushtu,n/a,8,293,0.4163,0.3914,0.4003,0.0136,0.4282,0.7918,0.0177,0.7941,0.0186
mbert,sent_len_bin,sent,swedish,n/a,8,1888,0.4163,0.3914,0.3692,-0.0037,0.1382,0.7606,0.0085,0.7668,0.0084
mbert,sent_len_bin,sent,thai,n/a,8,318,0.4163,0.3914,0.3381,0.0094,0.4125,0.7296,0.0641,0.7315,0.061
mbert,sent_len_bin,sent,сzech,n/a,8,832,0.4163,0.3914,0.4343,0.0061,0.2946,0.8258,0.0332,0.6612,0.0527
mbert,sent_len_bin,sent,resource_high,high,8,19199,0.4163,0.3914,0.4187,0.0008,0.0935,0.8101,0.0009,0.8109,0.0012
mbert,sent_len_bin,sent,resource_low,low,8,6284,0.4163,0.3914,0.3818,-0.0108,0.2658,0.7732,0.0018,0.7684,0.0023
mbert,sent_len_bin,sent,arabic,n/a,9,1152,0.4163,0.3914,0.3881,-0.0009,0.0971,0.7795,0.0161,0.7766,0.0172
mbert,sent_len_bin,sent,bulgarian,n/a,9,758,0.4163,0.3914,0.3473,0.0026,0.3651,0.7388,0.0205,0.7382,0.0183
mbert,sent_len_bin,sent,chinese,n/a,9,2261,0.4163,0.3914,0.3666,-0.0013,0.2279,0.7581,0.0052,0.7592,0.0049
mbert,sent_len_bin,sent,english,n/a,9,2935,0.4163,0.3914,0.3622,-0.0089,0.1055,0.7537,0.0055,0.7439,0.0086
mbert,sent_len_bin,sent,finnish,n/a,9,2695,0.4163,0.3914,0.36,0.0007,0.1869,0.7514,0.0091,0.7287,0.0036
mbert,sent_len_bin,sent,french,n/a,9,2187,0.4163,0.3914,0.347,0.0009,0.2151,0.7385,0.0065,0.7379,0.0075
mbert,sent_len_bin,sent,german,n/a,9,1504,0.4163,0.3914,0.3851,0.0126,0.4366,0.7766,0.0186,0.7701,0.0217
mbert,sent_len_bin,sent,hindi,n/a,9,322,0.4163,0.3914,0.3756,-0.0031,0.2225,0.767,0.0479,0.7681,0.0526
mbert,sent_len_bin,sent,hungarian,n/a,9,217,0.4163,0.3914,0.3458,0.0092,0.5621,0.7372,0.031,0.7299,0.0366
mbert,sent_len_bin,sent,italian,n/a,9,1501,0.4163,0.3914,0.3947,-0.014,0.1932,0.7861,0.0072,0.755,0.0194
mbert,sent_len_bin,sent,japonese,n/a,9,1320,0.4163,0.3914,0.3722,-0.0045,0.4516,0.7636,0.0037,0.7651,0.0036
mbert,sent_len_bin,sent,kazah,n/a,9,2276,0.4163,0.3914,0.3906,-0.007,0.1882,0.7821,0.0117,0.7808,0.0099
mbert,sent_len_bin,sent,korean,n/a,9,2175,0.4163,0.3914,0.3837,-0.0037,0.3431,0.7752,0.0103,0.7739,0.0128
mbert,sent_len_bin,sent,norwegian,n/a,9,849,0.4163,0.3914,0.3659,-0.0012,0.317,0.7574,0.0268,0.7603,0.0264
mbert,sent_len_bin,sent,pushtu,n/a,9,293,0.4163,0.3914,0.39,-0.0103,0.4282,0.7815,0.0221,0.7842,0.019
mbert,sent_len_bin,sent,swedish,n/a,9,1888,0.4163,0.3914,0.3586,-0.0106,0.1382,0.75,0.016,0.7565,0.0155
mbert,sent_len_bin,sent,thai,n/a,9,318,0.4163,0.3914,0.3224,-0.0157,0.4125,0.7138,0.0445,0.7134,0.0424
mbert,sent_len_bin,sent,сzech,n/a,9,832,0.4163,0.3914,0.4403,0.006,0.2946,0.8317,0.0087,0.6982,0.0288
mbert,sent_len_bin,sent,resource_high,high,9,19199,0.4163,0.3914,0.4156,-0.0031,0.0935,0.807,0.0016,0.8075,0.0023
mbert,sent_len_bin,sent,resource_low,low,9,6284,0.4163,0.3914,0.3829,0.0011,0.2658,0.7743,0.0043,0.7696,0.0049
mbert,sent_len_bin,sent,arabic,n/a,10,1152,0.4163,0.3914,0.3759,-0.0122,0.0971,0.7674,0.0065,0.7599,0.0085
mbert,sent_len_bin,sent,bulgarian,n/a,10,758,0.4163,0.3914,0.3592,0.0119,0.3651,0.7507,0.0194,0.7491,0.0152
mbert,sent_len_bin,sent,chinese,n/a,10,2261,0.4163,0.3914,0.3511,-0.0155,0.2279,0.7426,0.0105,0.7443,0.0098
mbert,sent_len_bin,sent,english,n/a,10,2935,0.4163,0.3914,0.3622,0.0,0.1055,0.7537,0.0068,0.7437,0.0108
mbert,sent_len_bin,sent,finnish,n/a,10,2695,0.4163,0.3914,0.3618,0.0019,0.1869,0.7533,0.0133,0.7276,0.014
mbert,sent_len_bin,sent,french,n/a,10,2187,0.4163,0.3914,0.336,-0.011,0.2151,0.7275,0.01,0.7253,0.0124
mbert,sent_len_bin,sent,german,n/a,10,1504,0.4163,0.3914,0.3759,-0.0093,0.4366,0.7673,0.0261,0.763,0.0256
mbert,sent_len_bin,sent,hindi,n/a,10,322,0.4163,0.3914,0.3632,-0.0124,0.2225,0.7546,0.0421,0.7551,0.0463
mbert,sent_len_bin,sent,hungarian,n/a,10,217,0.4163,0.3914,0.3318,-0.014,0.5621,0.7232,0.0407,0.7229,0.0368
mbert,sent_len_bin,sent,italian,n/a,10,1501,0.4163,0.3914,0.3954,0.0007,0.1932,0.7868,0.0129,0.7544,0.0215
mbert,sent_len_bin,sent,japonese,n/a,10,1320,0.4163,0.3914,0.379,0.0068,0.4516,0.7705,0.013,0.769,0.0145
mbert,sent_len_bin,sent,kazah,n/a,10,2276,0.4163,0.3914,0.3854,-0.0053,0.1882,0.7768,0.0059,0.7756,0.0079
mbert,sent_len_bin,sent,korean,n/a,10,2175,0.4163,0.3914,0.3948,0.011,0.3431,0.7862,0.0188,0.7845,0.019
mbert,sent_len_bin,sent,norwegian,n/a,10,849,0.4163,0.3914,0.3506,-0.0153,0.317,0.742,0.0275,0.7456,0.026
mbert,sent_len_bin,sent,pushtu,n/a,10,293,0.4163,0.3914,0.4004,0.0103,0.4282,0.7918,0.0044,0.796,0.0093
mbert,sent_len_bin,sent,swedish,n/a,10,1888,0.4163,0.3914,0.3565,-0.0021,0.1382,0.7479,0.0114,0.7546,0.0111
mbert,sent_len_bin,sent,thai,n/a,10,318,0.4163,0.3914,0.3067,-0.0157,0.4125,0.6981,0.0267,0.693,0.0258
mbert,sent_len_bin,sent,сzech,n/a,10,832,0.4163,0.3914,0.4247,-0.0156,0.2946,0.8161,0.022,0.6635,0.0262
mbert,sent_len_bin,sent,resource_high,high,10,19199,0.4163,0.3914,0.4163,0.0007,0.0935,0.8077,0.0011,0.8083,0.002
mbert,sent_len_bin,sent,resource_low,low,10,6284,0.4163,0.3914,0.3665,-0.0164,0.2658,0.758,0.0087,0.7536,0.0094
mbert,sent_len_bin,sent,arabic,n/a,11,1152,0.4163,0.3914,0.3577,-0.0182,0.0971,0.7491,0.0181,0.7426,0.0144
mbert,sent_len_bin,sent,bulgarian,n/a,11,758,0.4163,0.3914,0.3381,-0.0211,0.3651,0.7296,0.0101,0.73,0.014
mbert,sent_len_bin,sent,chinese,n/a,11,2261,0.4163,0.3914,0.3458,-0.0053,0.2279,0.7373,0.0045,0.7391,0.0053
mbert,sent_len_bin,sent,english,n/a,11,2935,0.4163,0.3914,0.3561,-0.0061,0.1055,0.7475,0.0076,0.7358,0.01
mbert,sent_len_bin,sent,finnish,n/a,11,2695,0.4163,0.3914,0.3551,-0.0067,0.1869,0.7466,0.0219,0.7228,0.0251
mbert,sent_len_bin,sent,french,n/a,11,2187,0.4163,0.3914,0.3182,-0.0178,0.2151,0.7096,0.0101,0.7066,0.0113
mbert,sent_len_bin,sent,german,n/a,11,1504,0.4163,0.3914,0.3559,-0.0199,0.4366,0.7473,0.0277,0.7417,0.0271
mbert,sent_len_bin,sent,hindi,n/a,11,322,0.4163,0.3914,0.3446,-0.0186,0.2225,0.736,0.0345,0.7371,0.0384
mbert,sent_len_bin,sent,hungarian,n/a,11,217,0.4163,0.3914,0.2718,-0.06,0.5621,0.6632,0.0541,0.67,0.0472
mbert,sent_len_bin,sent,italian,n/a,11,1501,0.4163,0.3914,0.3894,-0.006,0.1932,0.7808,0.0203,0.7459,0.0237
