model,task,task_level,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std,group,l1,prof_level,mode
mbert,Tense,token,10,5137,0.5509,0.524,0.4352,-0.0021,0.0161,0.9591,0.0025,0.8596,0.009,A2,all,A2,pooled
mbert,Tense,token,10,9326,0.5509,0.524,0.4308,-0.0006,0.0135,0.9548,0.0025,0.8723,0.0135,B1,all,B1,pooled
mbert,Tense,token,10,12337,0.5509,0.524,0.4285,-0.0049,0.0087,0.9525,0.0027,0.8444,0.0044,B2,all,B2,pooled
mbert,Tense,token,10,10470,0.5509,0.524,0.4207,-0.0044,0.023,0.9447,0.0037,0.8398,0.007,C1,all,C1,pooled
mbert,Tense,token,11,2166,0.5509,0.524,0.4225,-0.0069,0.0485,0.9464,0.0028,0.8197,0.0134,A1,all,A1,pooled
mbert,Tense,token,11,5137,0.5509,0.524,0.4293,-0.0058,0.0161,0.9533,0.0013,0.8524,0.0113,A2,all,A2,pooled
mbert,Tense,token,11,9326,0.5509,0.524,0.4241,-0.0066,0.0135,0.9481,0.0032,0.86,0.0102,B1,all,B1,pooled
mbert,Tense,token,11,12337,0.5509,0.524,0.4251,-0.0034,0.0087,0.9491,0.0031,0.8334,0.009,B2,all,B2,pooled
mbert,Tense,token,11,10470,0.5509,0.524,0.4188,-0.0019,0.023,0.9428,0.0046,0.8432,0.0064,C1,all,C1,pooled
mbert,Tense,token,12,2166,0.5509,0.524,0.4077,-0.0148,0.0485,0.9317,0.0024,0.7934,0.0263,A1,all,A1,pooled
mbert,Tense,token,12,5137,0.5509,0.524,0.4223,-0.007,0.0161,0.9463,0.0047,0.8206,0.0129,A2,all,A2,pooled
mbert,Tense,token,12,9326,0.5509,0.524,0.4167,-0.0074,0.0135,0.9407,0.0008,0.8438,0.0096,B1,all,B1,pooled
mbert,Tense,token,12,12337,0.5509,0.524,0.4182,-0.007,0.0087,0.9421,0.0028,0.8162,0.0032,B2,all,B2,pooled
mbert,Tense,token,12,10470,0.5509,0.524,0.4108,-0.008,0.023,0.9348,0.0026,0.8286,0.0125,C1,all,C1,pooled
mbert,Tense,token,12,39436,0.5509,0.524,0.0,0.0,-1.0,0.524,0.0038,0.307,0.0018,random_baseline,all,n/a,pooled
mbert,Gender,token,0,5115,0.4581,0.4467,0.428,0.8747,0.1491,0.8747,0.0071,0.8613,0.0081,A1,all,A1,pooled
mbert,Gender,token,0,13365,0.4581,0.4467,0.4565,0.9033,0.0775,0.9033,0.0026,0.898,0.0034,A2,all,A2,pooled
mbert,Gender,token,0,24988,0.4581,0.4467,0.4598,0.9065,0.0824,0.9065,0.0024,0.9042,0.0027,B1,all,B1,pooled
mbert,Gender,token,0,36218,0.4581,0.4467,0.461,0.9077,0.0973,0.9077,0.0022,0.9074,0.0016,B2,all,B2,pooled
mbert,Gender,token,0,32143,0.4581,0.4467,0.4545,0.9012,0.1204,0.9012,0.0017,0.9011,0.0017,C1,all,C1,pooled
mbert,Gender,token,1,5115,0.4581,0.4467,0.429,0.001,0.1491,0.8757,0.0071,0.8603,0.0048,A1,all,A1,pooled
mbert,Gender,token,1,13365,0.4581,0.4467,0.4524,-0.0042,0.0775,0.8991,0.0004,0.8929,0.0007,A2,all,A2,pooled
mbert,Gender,token,1,24988,0.4581,0.4467,0.4606,0.0008,0.0824,0.9073,0.0031,0.9042,0.0039,B1,all,B1,pooled
mbert,Gender,token,1,36218,0.4581,0.4467,0.4592,-0.0018,0.0973,0.9059,0.0023,0.9052,0.0019,B2,all,B2,pooled
mbert,Gender,token,1,32143,0.4581,0.4467,0.4534,-0.0011,0.1204,0.9001,0.0024,0.9002,0.0022,C1,all,C1,pooled
mbert,Gender,token,2,5115,0.4581,0.4467,0.4379,0.009,0.1491,0.8847,0.0054,0.8712,0.0054,A1,all,A1,pooled
mbert,Gender,token,2,13365,0.4581,0.4467,0.4537,0.0013,0.0775,0.9004,0.0027,0.8949,0.003,A2,all,A2,pooled
mbert,Gender,token,2,24988,0.4581,0.4467,0.4673,0.0067,0.0824,0.914,0.001,0.9115,0.0008,B1,all,B1,pooled
mbert,Gender,token,2,36218,0.4581,0.4467,0.4639,0.0047,0.0973,0.9107,0.0014,0.9099,0.0012,B2,all,B2,pooled
mbert,Gender,token,2,32143,0.4581,0.4467,0.4582,0.0048,0.1204,0.9049,0.0008,0.9047,0.0007,C1,all,C1,pooled
mbert,Gender,token,3,5115,0.4581,0.4467,0.4477,0.0098,0.1491,0.8944,0.0027,0.8818,0.0002,A1,all,A1,pooled
mbert,Gender,token,3,13365,0.4581,0.4467,0.4608,0.0071,0.0775,0.9075,0.0053,0.9008,0.005,A2,all,A2,pooled
mbert,Gender,token,3,24988,0.4581,0.4467,0.4737,0.0064,0.0824,0.9204,0.0008,0.9173,0.001,B1,all,B1,pooled
mbert,Gender,token,3,36218,0.4581,0.4467,0.471,0.0071,0.0973,0.9177,0.0006,0.9157,0.0004,B2,all,B2,pooled
mbert,Gender,token,3,32143,0.4581,0.4467,0.4678,0.0096,0.1204,0.9145,0.0014,0.9136,0.0013,C1,all,C1,pooled
mbert,Gender,token,4,5115,0.4581,0.4467,0.4641,0.0164,0.1491,0.9109,0.0019,0.8968,0.0038,A1,all,A1,pooled
mbert,Gender,token,4,13365,0.4581,0.4467,0.4717,0.0108,0.0775,0.9184,0.0032,0.9127,0.0033,A2,all,A2,pooled
mbert,Gender,token,4,24988,0.4581,0.4467,0.4843,0.0106,0.0824,0.931,0.0015,0.9273,0.0015,B1,all,B1,pooled
mbert,Gender,token,4,36218,0.4581,0.4467,0.4816,0.0105,0.0973,0.9283,0.0018,0.9256,0.0015,B2,all,B2,pooled
mbert,Gender,token,4,32143,0.4581,0.4467,0.4781,0.0103,0.1204,0.9248,0.0015,0.9232,0.0015,C1,all,C1,pooled
mbert,Gender,token,5,5115,0.4581,0.4467,0.4686,0.0045,0.1491,0.9153,0.0031,0.8993,0.0024,A1,all,A1,pooled
mbert,Gender,token,5,13365,0.4581,0.4467,0.4725,0.0008,0.0775,0.9192,0.0029,0.9122,0.0028,A2,all,A2,pooled
mbert,Gender,token,5,24988,0.4581,0.4467,0.4845,0.0002,0.0824,0.9312,0.0012,0.9269,0.0012,B1,all,B1,pooled
mbert,Gender,token,5,36218,0.4581,0.4467,0.4836,0.002,0.0973,0.9303,0.0007,0.927,0.001,B2,all,B2,pooled
mbert,Gender,token,5,32143,0.4581,0.4467,0.4823,0.0042,0.1204,0.929,0.0005,0.9266,0.0006,C1,all,C1,pooled
mbert,Gender,token,6,5115,0.4581,0.4467,0.4612,-0.0074,0.1491,0.9079,0.0005,0.8893,0.0021,A1,all,A1,pooled
mbert,Gender,token,6,13365,0.4581,0.4467,0.4649,-0.0076,0.0775,0.9116,0.0041,0.9015,0.0038,A2,all,A2,pooled
mbert,Gender,token,6,24988,0.4581,0.4467,0.4832,-0.0013,0.0824,0.9299,0.0018,0.924,0.0016,B1,all,B1,pooled
mbert,Gender,token,6,36218,0.4581,0.4467,0.4849,0.0013,0.0973,0.9316,0.0035,0.9273,0.0034,B2,all,B2,pooled
mbert,Gender,token,6,32143,0.4581,0.4467,0.4842,0.0019,0.1204,0.9309,0.0008,0.9276,0.0005,C1,all,C1,pooled
mbert,Gender,token,7,5115,0.4581,0.4467,0.4503,-0.0109,0.1491,0.897,0.0094,0.8764,0.0102,A1,all,A1,pooled
mbert,Gender,token,7,13365,0.4581,0.4467,0.4571,-0.0079,0.0775,0.9038,0.0062,0.8918,0.0063,A2,all,A2,pooled
mbert,Gender,token,7,24988,0.4581,0.4467,0.4798,-0.0034,0.0824,0.9265,0.0007,0.9197,0.0005,B1,all,B1,pooled
mbert,Gender,token,7,36218,0.4581,0.4467,0.4778,-0.0071,0.0973,0.9245,0.0027,0.9194,0.0027,B2,all,B2,pooled
mbert,Gender,token,7,32143,0.4581,0.4467,0.4783,-0.006,0.1204,0.925,0.0028,0.9214,0.0026,C1,all,C1,pooled
mbert,Gender,token,8,5115,0.4581,0.4467,0.4399,-0.0104,0.1491,0.8866,0.006,0.8606,0.003,A1,all,A1,pooled
mbert,Gender,token,8,13365,0.4581,0.4467,0.4507,-0.0064,0.0775,0.8974,0.0101,0.8853,0.0099,A2,all,A2,pooled
mbert,Gender,token,8,24988,0.4581,0.4467,0.4729,-0.0069,0.0824,0.9196,0.0014,0.9131,0.0016,B1,all,B1,pooled
mbert,Gender,token,8,36218,0.4581,0.4467,0.4691,-0.0088,0.0973,0.9158,0.0031,0.9103,0.0034,B2,all,B2,pooled
mbert,Gender,token,8,32143,0.4581,0.4467,0.472,-0.0062,0.1204,0.9187,0.0024,0.9146,0.0025,C1,all,C1,pooled
mbert,Gender,token,9,5115,0.4581,0.4467,0.428,-0.0119,0.1491,0.8747,0.0067,0.8463,0.0049,A1,all,A1,pooled
mbert,Gender,token,9,13365,0.4581,0.4467,0.4465,-0.0042,0.0775,0.8932,0.0072,0.8807,0.0072,A2,all,A2,pooled
mbert,Gender,token,9,24988,0.4581,0.4467,0.4662,-0.0067,0.0824,0.9129,0.0006,0.9051,0.0003,B1,all,B1,pooled
mbert,Gender,token,9,36218,0.4581,0.4467,0.4627,-0.0064,0.0973,0.9094,0.0021,0.9037,0.002,B2,all,B2,pooled
mbert,Gender,token,9,32143,0.4581,0.4467,0.4659,-0.0061,0.1204,0.9126,0.0015,0.9084,0.0013,C1,all,C1,pooled
mbert,Gender,token,10,5115,0.4581,0.4467,0.4207,-0.0072,0.1491,0.8674,0.0115,0.8423,0.0112,A1,all,A1,pooled
mbert,Gender,token,10,13365,0.4581,0.4467,0.439,-0.0076,0.0775,0.8857,0.0057,0.8722,0.006,A2,all,A2,pooled
mbert,Gender,token,10,24988,0.4581,0.4467,0.4603,-0.0059,0.0824,0.907,0.0014,0.8988,0.0018,B1,all,B1,pooled
mbert,Gender,token,10,36218,0.4581,0.4467,0.4567,-0.006,0.0973,0.9034,0.0023,0.8969,0.0027,B2,all,B2,pooled
mbert,Gender,token,10,32143,0.4581,0.4467,0.4586,-0.0073,0.1204,0.9053,0.0031,0.9009,0.0035,C1,all,C1,pooled
mbert,Gender,token,11,5115,0.4581,0.4467,0.4139,-0.0068,0.1491,0.8606,0.0184,0.8382,0.0193,A1,all,A1,pooled
mbert,Gender,token,11,13365,0.4581,0.4467,0.4335,-0.0055,0.0775,0.8802,0.0057,0.8662,0.0073,A2,all,A2,pooled
mbert,Gender,token,11,24988,0.4581,0.4467,0.4551,-0.0052,0.0824,0.9018,0.0001,0.8935,0.0011,B1,all,B1,pooled
mbert,Gender,token,11,36218,0.4581,0.4467,0.4493,-0.0073,0.0973,0.896,0.001,0.8891,0.0011,B2,all,B2,pooled
mbert,Gender,token,11,32143,0.4581,0.4467,0.4512,-0.0074,0.1204,0.898,0.0007,0.8925,0.0008,C1,all,C1,pooled
mbert,Gender,token,12,5115,0.4581,0.4467,0.4076,-0.0063,0.1491,0.8543,0.0048,0.8263,0.0029,A1,all,A1,pooled
mbert,Gender,token,12,13365,0.4581,0.4467,0.4312,-0.0023,0.0775,0.8779,0.0066,0.8643,0.0067,A2,all,A2,pooled
mbert,Gender,token,12,24988,0.4581,0.4467,0.439,-0.0161,0.0824,0.8857,0.0008,0.8749,0.0005,B1,all,B1,pooled
mbert,Gender,token,12,36218,0.4581,0.4467,0.4343,-0.015,0.0973,0.881,0.0012,0.8729,0.0015,B2,all,B2,pooled
mbert,Gender,token,12,32143,0.4581,0.4467,0.4377,-0.0136,0.1204,0.8844,0.0009,0.8786,0.0006,C1,all,C1,pooled
mbert,Gender,token,12,111829,0.4581,0.4467,0.0,0.0,-1.0,0.4467,0.001,0.2572,0.0003,random_baseline,all,n/a,pooled
mbert,Person,token,0,3086,0.5262,0.501,0.4889,0.99,0.0284,0.99,0.0032,0.9779,0.0079,A1,all,A1,pooled
mbert,Person,token,0,7067,0.5262,0.501,0.4933,0.9943,0.0031,0.9943,0.0011,0.9854,0.0028,A2,all,A2,pooled
mbert,Person,token,0,11691,0.5262,0.501,0.4931,0.9942,0.0048,0.9942,0.0007,0.9879,0.0015,B1,all,B1,pooled
mbert,Person,token,0,12794,0.5262,0.501,0.4935,0.9945,0.0015,0.9945,0.0003,0.9801,0.0009,B2,all,B2,pooled
mbert,Person,token,0,10190,0.5262,0.501,0.493,0.994,0.0043,0.994,0.0012,0.9829,0.0032,C1,all,C1,pooled
mbert,Person,token,1,3086,0.5262,0.501,0.4896,0.0006,0.0284,0.9906,0.003,0.9782,0.0078,A1,all,A1,pooled
mbert,Person,token,1,7067,0.5262,0.501,0.4934,0.0001,0.0031,0.9945,0.0007,0.9871,0.0011,A2,all,A2,pooled
mbert,Person,token,1,11691,0.5262,0.501,0.4935,0.0003,0.0048,0.9945,0.0001,0.9889,0.0004,B1,all,B1,pooled
mbert,Person,token,1,12794,0.5262,0.501,0.4935,-0.0,0.0015,0.9945,0.0002,0.9798,0.0005,B2,all,B2,pooled
mbert,Person,token,1,10190,0.5262,0.501,0.4929,-0.0001,0.0043,0.9939,0.0007,0.9828,0.0021,C1,all,C1,pooled
mbert,Person,token,2,3086,0.5262,0.501,0.4902,0.0006,0.0284,0.9913,0.0021,0.9809,0.0037,A1,all,A1,pooled
mbert,Person,token,2,7067,0.5262,0.501,0.4937,0.0003,0.0031,0.9948,0.0002,0.9873,0.0008,A2,all,A2,pooled
mbert,Person,token,2,11691,0.5262,0.501,0.4936,0.0002,0.0048,0.9947,0.0008,0.9887,0.0022,B1,all,B1,pooled
mbert,Person,token,2,12794,0.5262,0.501,0.4936,0.0002,0.0015,0.9947,0.0008,0.9802,0.0034,B2,all,B2,pooled
mbert,Person,token,2,10190,0.5262,0.501,0.4928,-0.0001,0.0043,0.9938,0.0007,0.9817,0.0015,C1,all,C1,pooled
mbert,Person,token,3,3086,0.5262,0.501,0.4912,0.001,0.0284,0.9922,0.0014,0.9818,0.0048,A1,all,A1,pooled
mbert,Person,token,3,7067,0.5262,0.501,0.4934,-0.0003,0.0031,0.9945,0.0007,0.9858,0.0021,A2,all,A2,pooled
mbert,Person,token,3,11691,0.5262,0.501,0.4946,0.0009,0.0048,0.9956,0.0006,0.9908,0.0013,B1,all,B1,pooled
mbert,Person,token,3,12794,0.5262,0.501,0.494,0.0004,0.0015,0.9951,0.0008,0.9825,0.0029,B2,all,B2,pooled
mbert,Person,token,3,10190,0.5262,0.501,0.4928,-0.0,0.0043,0.9938,0.0017,0.9822,0.0042,C1,all,C1,pooled
mbert,Person,token,4,3086,0.5262,0.501,0.4892,-0.0019,0.0284,0.9903,0.0021,0.9774,0.0066,A1,all,A1,pooled
mbert,Person,token,4,7067,0.5262,0.501,0.4939,0.0004,0.0031,0.9949,0.0018,0.9864,0.0042,A2,all,A2,pooled
mbert,Person,token,4,11691,0.5262,0.501,0.4939,-0.0007,0.0048,0.995,0.0003,0.9889,0.001,B1,all,B1,pooled
mbert,Person,token,4,12794,0.5262,0.501,0.4939,-0.0001,0.0015,0.995,0.0012,0.983,0.0041,B2,all,B2,pooled
mbert,Person,token,4,10190,0.5262,0.501,0.4938,0.0011,0.0043,0.9949,0.0012,0.9845,0.0037,C1,all,C1,pooled
mbert,Person,token,5,3086,0.5262,0.501,0.4896,0.0003,0.0284,0.9906,0.0024,0.9783,0.009,A1,all,A1,pooled
mbert,Person,token,5,7067,0.5262,0.501,0.494,0.0001,0.0031,0.995,0.0017,0.9869,0.0041,A2,all,A2,pooled
mbert,Person,token,5,11691,0.5262,0.501,0.4942,0.0003,0.0048,0.9952,0.0006,0.99,0.0017,B1,all,B1,pooled
mbert,Person,token,5,12794,0.5262,0.501,0.4936,-0.0004,0.0015,0.9946,0.0007,0.9809,0.0025,B2,all,B2,pooled
mbert,Person,token,5,10190,0.5262,0.501,0.4935,-0.0004,0.0043,0.9945,0.0012,0.9838,0.0034,C1,all,C1,pooled
mbert,Person,token,6,3086,0.5262,0.501,0.4892,-0.0003,0.0284,0.9903,0.0028,0.9779,0.0085,A1,all,A1,pooled
mbert,Person,token,6,7067,0.5262,0.501,0.4936,-0.0004,0.0031,0.9946,0.0011,0.9867,0.0012,A2,all,A2,pooled
mbert,Person,token,6,11691,0.5262,0.501,0.4933,-0.0009,0.0048,0.9944,0.0009,0.9881,0.002,B1,all,B1,pooled
mbert,Person,token,6,12794,0.5262,0.501,0.4932,-0.0004,0.0015,0.9942,0.0007,0.9813,0.0036,B2,all,B2,pooled
mbert,Person,token,6,10190,0.5262,0.501,0.4931,-0.0004,0.0043,0.9941,0.0012,0.9833,0.003,C1,all,C1,pooled
mbert,Person,token,7,3086,0.5262,0.501,0.486,-0.0032,0.0284,0.987,0.0012,0.9719,0.0047,A1,all,A1,pooled
mbert,Person,token,7,7067,0.5262,0.501,0.4933,-0.0003,0.0031,0.9943,0.0009,0.9861,0.0019,A2,all,A2,pooled
mbert,Person,token,7,11691,0.5262,0.501,0.4921,-0.0012,0.0048,0.9932,0.0004,0.9862,0.0016,B1,all,B1,pooled
mbert,Person,token,7,12794,0.5262,0.501,0.4921,-0.0011,0.0015,0.9931,0.0006,0.9782,0.0012,B2,all,B2,pooled
mbert,Person,token,7,10190,0.5262,0.501,0.4915,-0.0016,0.0043,0.9925,0.0009,0.9791,0.0038,C1,all,C1,pooled
mbert,Person,token,8,3086,0.5262,0.501,0.4821,-0.0039,0.0284,0.9831,0.0044,0.9646,0.0078,A1,all,A1,pooled
mbert,Person,token,8,7067,0.5262,0.501,0.491,-0.0023,0.0031,0.9921,0.0002,0.9819,0.001,A2,all,A2,pooled
mbert,Person,token,8,11691,0.5262,0.501,0.4915,-0.0006,0.0048,0.9926,0.0006,0.9848,0.0016,B1,all,B1,pooled
mbert,Person,token,8,12794,0.5262,0.501,0.4913,-0.0008,0.0015,0.9923,0.0009,0.977,0.0026,B2,all,B2,pooled
mbert,Person,token,8,10190,0.5262,0.501,0.4901,-0.0014,0.0043,0.9912,0.0006,0.9767,0.0027,C1,all,C1,pooled
mbert,Person,token,9,3086,0.5262,0.501,0.4837,0.0016,0.0284,0.9848,0.0016,0.9687,0.0065,A1,all,A1,pooled
mbert,Person,token,9,7067,0.5262,0.501,0.4907,-0.0003,0.0031,0.9918,0.0011,0.9814,0.0022,A2,all,A2,pooled
mbert,Person,token,9,11691,0.5262,0.501,0.4901,-0.0014,0.0048,0.9912,0.0006,0.9834,0.0021,B1,all,B1,pooled
mbert,Person,token,9,12794,0.5262,0.501,0.4904,-0.0009,0.0015,0.9915,0.0007,0.9739,0.0024,B2,all,B2,pooled
mbert,Person,token,9,10190,0.5262,0.501,0.4885,-0.0017,0.0043,0.9895,0.0007,0.9721,0.0024,C1,all,C1,pooled
mbert,Person,token,10,3086,0.5262,0.501,0.4805,-0.0032,0.0284,0.9815,0.0035,0.9599,0.0031,A1,all,A1,pooled
mbert,Person,token,10,7067,0.5262,0.501,0.4869,-0.0038,0.0031,0.988,0.0008,0.9745,0.0018,A2,all,A2,pooled
mbert,Person,token,10,11691,0.5262,0.501,0.4884,-0.0017,0.0048,0.9895,0.0015,0.9795,0.0023,B1,all,B1,pooled
mbert,Person,token,10,12794,0.5262,0.501,0.4887,-0.0017,0.0015,0.9898,0.0004,0.9673,0.0005,B2,all,B2,pooled
mbert,Person,token,10,10190,0.5262,0.501,0.4866,-0.0019,0.0043,0.9876,0.0011,0.9701,0.0038,C1,all,C1,pooled
mbert,Person,token,11,3086,0.5262,0.501,0.4811,0.0006,0.0284,0.9822,0.0044,0.9593,0.0104,A1,all,A1,pooled
mbert,Person,token,11,7067,0.5262,0.501,0.4868,-0.0001,0.0031,0.9878,0.0007,0.9755,0.0032,A2,all,A2,pooled
mbert,Person,token,11,11691,0.5262,0.501,0.4867,-0.0017,0.0048,0.9878,0.0022,0.9765,0.0045,B1,all,B1,pooled
mbert,Person,token,11,12794,0.5262,0.501,0.4859,-0.0028,0.0015,0.9869,0.0009,0.9623,0.0043,B2,all,B2,pooled
mbert,Person,token,11,10190,0.5262,0.501,0.4859,-0.0007,0.0043,0.9869,0.0017,0.9676,0.0054,C1,all,C1,pooled
mbert,Person,token,12,3086,0.5262,0.501,0.4772,-0.0039,0.0284,0.9783,0.0067,0.96,0.0155,A1,all,A1,pooled
mbert,Person,token,12,7067,0.5262,0.501,0.483,-0.0038,0.0031,0.984,0.0017,0.9664,0.0056,A2,all,A2,pooled
mbert,Person,token,12,11691,0.5262,0.501,0.4838,-0.0029,0.0048,0.9849,0.0013,0.9712,0.0025,B1,all,B1,pooled
mbert,Person,token,12,12794,0.5262,0.501,0.4815,-0.0044,0.0015,0.9826,0.0008,0.9527,0.0031,B2,all,B2,pooled
mbert,Person,token,12,10190,0.5262,0.501,0.4809,-0.005,0.0043,0.9819,0.0017,0.9598,0.0049,C1,all,C1,pooled
mbert,Person,token,12,44828,0.5262,0.501,0.0,0.0,-1.0,0.501,0.001,0.311,0.001,random_baseline,all,n/a,pooled
mbert,Mood,token,0,2177,0.986,0.9852,0.0051,0.9904,0.0332,0.9904,0.003,0.887,0.0404,A1,all,A1,pooled
mbert,Mood,token,0,5061,0.986,0.9852,0.0073,0.9925,0.0193,0.9925,0.0016,0.8699,0.0261,A2,all,A2,pooled
mbert,Mood,token,0,9007,0.986,0.9852,0.01,0.9952,0.0043,0.9952,0.0003,0.925,0.004,B1,all,B1,pooled
mbert,Mood,token,0,11436,0.986,0.9852,0.0103,0.9955,0.0028,0.9955,0.0013,0.8478,0.0451,B2,all,B2,pooled
mbert,Mood,token,0,9362,0.986,0.9852,0.0081,0.9934,0.0153,0.9934,0.0012,0.8573,0.0261,C1,all,C1,pooled
mbert,Mood,token,1,2177,0.986,0.9852,0.0051,0.0,0.0332,0.9904,0.003,0.887,0.0404,A1,all,A1,pooled
mbert,Mood,token,1,5061,0.986,0.9852,0.0075,0.0002,0.0193,0.9927,0.0014,0.8701,0.0264,A2,all,A2,pooled
mbert,Mood,token,1,9007,0.986,0.9852,0.0099,-0.0001,0.0043,0.9951,0.0002,0.9223,0.0038,B1,all,B1,pooled
mbert,Mood,token,1,11436,0.986,0.9852,0.0106,0.0003,0.0028,0.9958,0.0006,0.852,0.0231,B2,all,B2,pooled
mbert,Mood,token,1,9362,0.986,0.9852,0.0084,0.0002,0.0153,0.9936,0.0005,0.861,0.0068,C1,all,C1,pooled
mbert,Mood,token,2,2177,0.986,0.9852,0.0042,-0.0009,0.0332,0.9894,0.0036,0.8757,0.0428,A1,all,A1,pooled
mbert,Mood,token,2,5061,0.986,0.9852,0.0075,0.0,0.0193,0.9927,0.0018,0.8693,0.0367,A2,all,A2,pooled
mbert,Mood,token,2,9007,0.986,0.9852,0.0099,0.0,0.0043,0.9951,0.0006,0.9224,0.01,B1,all,B1,pooled
mbert,Mood,token,2,11436,0.986,0.9852,0.0106,0.0,0.0028,0.9958,0.0008,0.8464,0.0307,B2,all,B2,pooled
mbert,Mood,token,2,9362,0.986,0.9852,0.0084,-0.0,0.0153,0.9936,0.0008,0.8561,0.0229,C1,all,C1,pooled
mbert,Mood,token,3,2177,0.986,0.9852,0.0047,0.0005,0.0332,0.9899,0.0033,0.882,0.0398,A1,all,A1,pooled
mbert,Mood,token,3,5061,0.986,0.9852,0.0069,-0.0006,0.0193,0.9921,0.0015,0.8642,0.0276,A2,all,A2,pooled
mbert,Mood,token,3,9007,0.986,0.9852,0.0098,-0.0001,0.0043,0.995,0.0005,0.9214,0.0074,B1,all,B1,pooled
mbert,Mood,token,3,11436,0.986,0.9852,0.0107,0.0002,0.0028,0.996,0.0009,0.859,0.0373,B2,all,B2,pooled
mbert,Mood,token,3,9362,0.986,0.9852,0.0083,-0.0001,0.0153,0.9935,0.0002,0.8575,0.0081,C1,all,C1,pooled
mbert,Mood,token,4,2177,0.986,0.9852,0.0047,0.0,0.0332,0.9899,0.0034,0.8799,0.0398,A1,all,A1,pooled
mbert,Mood,token,4,5061,0.986,0.9852,0.0069,0.0,0.0193,0.9921,0.0007,0.8605,0.0265,A2,all,A2,pooled
mbert,Mood,token,4,9007,0.986,0.9852,0.0102,0.0004,0.0043,0.9954,0.0003,0.9293,0.0056,B1,all,B1,pooled
mbert,Mood,token,4,11436,0.986,0.9852,0.011,0.0003,0.0028,0.9962,0.0009,0.8733,0.0294,B2,all,B2,pooled
mbert,Mood,token,4,9362,0.986,0.9852,0.0089,0.0006,0.0153,0.9941,0.0008,0.8717,0.0252,C1,all,C1,pooled
mbert,Mood,token,5,2177,0.986,0.9852,0.006,0.0014,0.0332,0.9913,0.0023,0.8997,0.026,A1,all,A1,pooled
mbert,Mood,token,5,5061,0.986,0.9852,0.0075,0.0006,0.0193,0.9927,0.0007,0.8744,0.0208,A2,all,A2,pooled
mbert,Mood,token,5,9007,0.986,0.9852,0.0101,-0.0001,0.0043,0.9953,0.0003,0.9274,0.0044,B1,all,B1,pooled
mbert,Mood,token,5,11436,0.986,0.9852,0.0107,-0.0003,0.0028,0.996,0.0005,0.8607,0.0127,B2,all,B2,pooled
mbert,Mood,token,5,9362,0.986,0.9852,0.0088,-0.0001,0.0153,0.994,0.0013,0.8717,0.031,C1,all,C1,pooled
mbert,Mood,token,6,2177,0.986,0.9852,0.0037,-0.0023,0.0332,0.989,0.0034,0.8788,0.0276,A1,all,A1,pooled
mbert,Mood,token,6,5061,0.986,0.9852,0.0082,0.0008,0.0193,0.9935,0.0005,0.8849,0.017,A2,all,A2,pooled
mbert,Mood,token,6,9007,0.986,0.9852,0.0092,-0.0009,0.0043,0.9944,0.0006,0.9147,0.0088,B1,all,B1,pooled
mbert,Mood,token,6,11436,0.986,0.9852,0.0106,-0.0002,0.0028,0.9958,0.0006,0.8484,0.0221,B2,all,B2,pooled
mbert,Mood,token,6,9362,0.986,0.9852,0.0074,-0.0014,0.0153,0.9926,0.0014,0.843,0.0311,C1,all,C1,pooled
mbert,Mood,token,7,2177,0.986,0.9852,0.0051,0.0014,0.0332,0.9904,0.0019,0.8903,0.0107,A1,all,A1,pooled
mbert,Mood,token,7,5061,0.986,0.9852,0.0059,-0.0024,0.0193,0.9911,0.0005,0.8422,0.0114,A2,all,A2,pooled
mbert,Mood,token,7,9007,0.986,0.9852,0.0091,-0.0001,0.0043,0.9943,0.0011,0.9132,0.0165,B1,all,B1,pooled
mbert,Mood,token,7,11436,0.986,0.9852,0.0106,0.0,0.0028,0.9958,0.0002,0.85,0.0114,B2,all,B2,pooled
mbert,Mood,token,7,9362,0.986,0.9852,0.0063,-0.0011,0.0153,0.9916,0.0022,0.8157,0.0485,C1,all,C1,pooled
mbert,Mood,token,8,2177,0.986,0.9852,0.0037,-0.0014,0.0332,0.989,0.003,0.8767,0.0213,A1,all,A1,pooled
mbert,Mood,token,8,5061,0.986,0.9852,0.0071,0.0012,0.0193,0.9923,0.001,0.862,0.023,A2,all,A2,pooled
mbert,Mood,token,8,9007,0.986,0.9852,0.0089,-0.0002,0.0043,0.9941,0.001,0.9084,0.0163,B1,all,B1,pooled
mbert,Mood,token,8,11436,0.986,0.9852,0.0105,-0.0001,0.0028,0.9957,0.0005,0.8523,0.0157,B2,all,B2,pooled
mbert,Mood,token,8,9362,0.986,0.9852,0.0057,-0.0006,0.0153,0.9909,0.0018,0.8075,0.0371,C1,all,C1,pooled
mbert,Mood,token,9,2177,0.986,0.9852,0.0037,-0.0,0.0332,0.989,0.0019,0.873,0.0114,A1,all,A1,pooled
mbert,Mood,token,9,5061,0.986,0.9852,0.0073,0.0002,0.0193,0.9925,0.0011,0.8721,0.0233,A2,all,A2,pooled
mbert,Mood,token,9,9007,0.986,0.9852,0.0084,-0.0004,0.0043,0.9937,0.0005,0.9032,0.0051,B1,all,B1,pooled
mbert,Mood,token,9,11436,0.986,0.9852,0.01,-0.0005,0.0028,0.9952,0.0002,0.8301,0.0029,B2,all,B2,pooled
